"loquor","speak","Present indicative first-person singular (deponent)","I speak my mind freely",310
"loquor","talk","Present indicative first-person singular (deponent)","I talk with my companions daily",310
"lucis","light of day","Genitive singular","The first rays of the light of day brought hope",299
"lumen","light","Nominative singular","A soft light filled the room",375
"luminis","light","Genitive singular","The glow of the light was comforting",375
"luna","moon","Nominative singular","The moon shone brightly",902
"lunae","moon","Genitive singular","The phases of the moon fascinated him",902
"lux","light of day","Nominative singular","Light of day revealed the hidden path",299
"maesta","depressing","Feminine nominative singular","She read a depressing story",669
"maesta","sad","Feminine nominative singular","She wrote a sad letter to her friend",669
"maesta","sorrowful","Feminine nominative singular","She carried a sorrowful expression",669
"maestum","depressing","Neuter nominative singular","The weather was depressing today",669
"maestum","sad","Neuter nominative singular","The song was sad",669
"maestum","sorrowful","Neuter nominative singular","That was a sorrowful moment",669
"maestus","depressing","Masculine nominative singular","He endured a depressing atmosphere",669
"maestus","sad","Masculine nominative singular","He appeared sad after the news",669
"maestus","sorrowful","Masculine nominative singular","He spoke in a sorrowful tone",669
"magis","more","Adverb","He studied more than before",90
"magister","chief","Masculine nominative singular","He served as the chief of the expedition",933
"magister","master","Masculine nominative singular","The master instructed his pupils",933
"magistri","chief","Genitive singular","They followed the commands of the chief",933
"magistri","master","Genitive singular","The workshop of the master was well-known",933
"magna","great","Feminine nominative singular","She earned a great reward",25
"magnitudinis","greatness","Genitive singular","They marveled at the greatness of her achievements",672
"magnitudinis","size","Genitive singular","The magnitude of the size stunned them",672
"magnitudo","greatness","Nominative singular","The greatness of his deeds echoed through history",672
"magnitudo","size","Nominative singular","The size of the monument was astounding",672
"magnum","great","Neuter nominative singular","The nation faced a great challenge",25
"magnus","great","Masculine nominative singular","He accomplished a great feat",25
"maiores","ancestors","Nominative plural","We honor our ancestors each year",764
"maiorum","ancestors","Genitive plural","The traditions of our ancestors guide us",764
"mala","bad","Feminine nominative singular","She faced a bad consequence",227
"mala","evil","Feminine nominative singular","She recognized her evil deed",227
"male","badly","Adverb","He performed badly under pressure",603
"malle","prefer","Present active infinitive","to prefer solitude is his choice",598
"malo","prefer","Present indicative first-person singular","I prefer honesty over deceit",598
"malui","prefer","Perfect active first-person singular","I preferred to remain neutral",598
"malum","bad","Neuter nominative singular","This is a bad idea",227
"malum","evil","Neuter nominative singular","That outcome is evil in nature",227
"malus","bad","Masculine nominative singular","He regretted his bad decision",227
"malus","evil","Masculine nominative singular","He chose an evil path",227
"maneo","remain","Present indicative first-person singular","I remain here until dawn",357
"manere","remain","Present active infinitive","to remain in the city longer",357
"mansi","remain","Perfect active first-person singular","I remained in the village for a week",357
"mansum","remain","Accusative supine","in order to remain steadfast",357
"manus","band of men","Genitive singular","The size of the band of men surprised everyone",48
"manus","band of men","Nominative singular","A band of men gathered at the gate",48
"manus","hand","Genitive singular","The grip of the hand was strong",48
"manus","hand","Nominative singular","His hand gripped the handle",48
"mare","sea","Nominative singular","The sea glittered under the sun",125
"maris","sea","Genitive singular","The depth of the sea was unknown",125
"mariti","husband","Genitive singular","She trusted her husband's judgment",654
"maritus","husband","Nominative singular","Her husband welcomed her warmly",654
"mater","mother","Nominative singular","The mother comforted her child",127
"materia","lumber","Nominative singular","Lumber was stacked in the yard",857
"materia","material","Nominative singular","He gathered the material for construction",857
"materia","subject matter","Nominative singular","The subject matter of the speech was politics",857
"materia","timber","Nominative singular","The carpenter chose the timber carefully",857
"materiae","lumber","Genitive singular","He inspected the lumber for flaws",857
"materiae","material","Genitive singular","The texture of the material felt sturdy",857
"materiae","subject matter","Genitive singular","The complexity of the subject matter was daunting",857
"materiae","timber","Genitive singular","The quality of the timber was high",857
"matris","mother","Genitive singular","The care of the mother was evident",127
"me","me","Accusative/ablative singular","They saw me at the market",11
"mea","my","Feminine nominative singular","She is my sister",41
"media","central","Feminine nominative singular","She arrived at the central plaza",162
"media","middle","Feminine nominative singular","She walked through the middle door",162
"medium","central","Neuter nominative singular","The central point was crucial to the plan",162
"medium","middle","Neuter nominative singular","This is the middle path",162
"medius","central","Masculine nominative singular","He lived in the central district",162
"medius","middle","Masculine nominative singular","He stood in the middle seat",162
"mei","of me","Genitive singular","The memory of me may fade",11
"membri","limb","Genitive singular","The fracture of the limb required treatment",481
"membri","member of the body","Genitive singular","The function of that member of the body is complex",481
"membrum","limb","Nominative singular","His limb was injured in the fall",481
"membrum","member of the body","Nominative singular","Each member of the body plays a vital role",481
"memini","recollect","Perfect active (defective)","I recollect the distant past",670
"memini","remember","Perfect active (defective)","I remember the lessons taught",670
"meminisse","recollect","Perfect active infinitive (defective)","to recollect old memories is bittersweet",670
"meminisse","remember","Perfect active infinitive (defective)","to remember is to cherish",670
"memoria","memory","Nominative singular","Memory unites past and present",627
"memoria","recollection","Nominative singular","Recollection of events faded over time",627
"memoriae","memory","Genitive singular","The value of her memory was immeasurable",627
"memoriae","recollection","Genitive singular","The clarity of the recollection was remarkable",627
"mens","mind","Nominative singular","Her mind teemed with ideas",173
"mensa","table","Nominative singular","They arranged food on the table",747
"mensae","table","Genitive singular","The corner of the table was chipped",747
"mentis","mind","Genitive singular","The strength of his mind was impressive",173
"mereo","deserve","Present indicative first-person singular","I deserve the reward, I believe",852
"mereo","serve as a soldier","Present indicative first-person singular","I serve as a soldier in the legion",852
"merere","deserve","Present active infinitive","to deserve such praise is rare",852
"merere","serve as a soldier","Present active infinitive","to serve as a soldier with loyalty",852
"meritum","deserve","Accusative supine","in order to deserve full honor",852
"meritum","serve as a soldier","Accusative supine","in order to serve as a soldier valiantly",852
"merui","deserve","Perfect active first-person singular","I deserved the criticism I received",852
"merui","serve as a soldier","Perfect active first-person singular","I served as a soldier for three years",852
"metuere","dread","Present active infinitive","to dread the unknown is human",429
"metuere","fear","Present active infinitive","to fear what lies ahead",429
"metui","dread","Perfect active first-person singular","I dreaded the confrontation",429
"metui","fear","Perfect active first-person singular","I feared losing everything",429
"metuo","dread","Present indicative first-person singular","I dread the upcoming trial",429
"metuo","fear","Present indicative first-person singular","I fear the worst outcome",429
"metus","dread","Genitive singular","The intensity of his dread was overwhelming",215
"metus","dread","Nominative singular","Dread filled the dark hallways",215
"metus","fear","Genitive singular","The source of his fear was unclear",215
"metus","fear","Nominative singular","Fear gripped his heart",215
"meum","my","Neuter nominative singular","That is my secret",41
"meus","my","Masculine nominative singular","He is my brother",41
"mihi","to me","Dative singular","He gave the letter to me",11
"miles","soldier","Nominative singular","A soldier guarded the gate",161
"milia","thousand (plural)","Nominative/Accusative plural","Thousands of people gathered",247
"militis","soldier","Genitive singular","The duty of a soldier is to protect",161
"mille","thousand","Indeclinable singular usage","He marched a thousand steps",247
"mirari","marvel at","Present infinitive (deponent)","to marvel at human ingenuity",504
"mirari","wonder at","Present infinitive (deponent)","to wonder at the stars is humbling",504
"miratus sum","marvel at","Perfect indicative first-person singular (deponent)","I marveled at his achievements",504
"miratus sum","wonder at","Perfect indicative first-person singular (deponent)","I wondered at her courage",504
"miror","marvel at","Present indicative first-person singular (deponent)","I marvel at the grandeur of nature",504
"miror","wonder at","Present indicative first-person singular (deponent)","I wonder at the complexity of life",504
"misceo","mix","Present indicative first-person singular","I mix the ingredients thoroughly",425
"miscere","mix","Present active infinitive","to mix substances in the lab",425
"miscui","mix","Perfect active first-person singular","I mixed the paints to create new colors",425
"miser","pitiable","Masculine nominative singular","He became a pitiable sight",137
"miser","wretched","Masculine nominative singular","He led a wretched existence",137
"misera","pitiable","Feminine nominative singular","She was pitiable after the tragedy",137
"misera","wretched","Feminine nominative singular","She felt misera and alone",137
"miserum","pitiable","Neuter nominative singular","That was a pitiable outcome",137
"miserum","wretched","Neuter nominative singular","This is a miserum condition",137
"misi","let go","Perfect active first-person singular","I let go of my anger",114
"misi","send","Perfect active first-person singular","I sent the package this morning",114
"missum","let go","Accusative supine","in order to let go completely",114
"missum","send","Accusative supine","in order to send it securely",114
"mittere","let go","Present active infinitive","to let go of the past is freeing",114
"mittere","send","Present active infinitive","to send reinforcements immediately",114
"mitto","let go","Present indicative first-person singular","I let go of my doubts",114
"mitto","send","Present indicative first-person singular","I send the letter by courier",114
"mixtum","mix","Accusative supine","in order to mix them evenly",425
"modi","kind","Genitive singular","The advantages of this kind are many",195
"modi","manner","Genitive singular","The uniqueness of his manner stood out",195
"modi","measure","Genitive singular","The units of measure varied",195
"modo","just now","Adverb","She was here just now",152
"modo","just","Adverb","He arrived just in time",152
"modus","kind","Nominative singular","That kind of approach suits us",195
"modus","manner","Nominative singular","The manner of his speech was polite",195
"modus","measure","Nominative singular","A measure of caution is wise",195
"moenia","fortifications","Nominative plural","Their fortifications seemed unbreakable",593
"moenia","walls","Nominative plural","The walls of the city were fortified",593
"moenium","fortifications","Genitive plural","The strength of the fortifications was tested",593
"moenium","walls","Genitive plural","The collapse of the walls spelled disaster",593
"molle","gentle","Neuter nominative singular","That music is gentle and soothing",356
"molle","soft","Neuter nominative singular","This fabric is soft to the touch",356
"molle","yielding","Neuter nominative singular","The clay is yielding under pressure",356
"mollis","gentle","Masculine/feminine nominative singular","She offered a gentle smile",356
"mollis","soft","Masculine/feminine nominative singular","He rested on a soft cushion",356
"mollis","yielding","Masculine/feminine nominative singular","He tested the yielding ground beneath him",356
"moneo","advise","Present indicative first-person singular","I advise caution before proceeding",711
"moneo","warn","Present indicative first-person singular","I warn him of the danger",711
"monere","advise","Present active infinitive","to advise the younger generation",711
"monere","warn","Present active infinitive","to warn travelers about risks",711
"monitum","advise","Accusative supine","in order to advise clearly",711
"monitum","warn","Accusative supine","in order to warn properly",711
"mons","mountain","Nominative singular","A mountain rose against the skyline",242
"montis","mountain","Genitive singular","The height of the mountain was daunting",242
"monui","advise","Perfect active first-person singular","I advised them to retreat",711
"monui","warn","Perfect active first-person singular","I warned the council long ago",711
"mora","delay","Nominative singular","Any delay might jeopardize the mission",399
"mora","hindrance","Nominative singular","A hindrance blocked our progress",399
"morae","delay","Genitive singular","The consequences of delay were severe",399
"morae","hindrance","Genitive singular","The removal of that hindrance was crucial",399
"morari","delay","Present infinitive (deponent)","to delay the inevitable is futile",581
"moratus sum","delay","Perfect indicative first-person singular (deponent)","I delayed too long",581
"morbi","disease","Genitive singular","The cause of the disease was unknown",658
"morbi","sickness","Genitive singular","The symptoms of the sickness were alarming",658
"morbus","disease","Nominative singular","The disease proved difficult to cure",658
"morbus","sickness","Nominative singular","A sickness spread through the village",658
"mores","character","Nominative plural","His character was shaped by experiences (plural usage)",181
"mori","die","Present infinitive (deponent)","to die with honor is a warrior's wish",253
"morior","die","Present indicative first-person singular (deponent)","I die in peace (poetic)",253
"moris","custom","Genitive singular","The origin of this custom was lost in time",181
"moris","habit","Genitive singular","The strength of that habit was surprising",181
"moror","delay","Present indicative first-person singular (deponent)","I delay the decision for now",581
"mors","death","Nominative singular","Death claimed many lives",95
"mortale","liable to death","Neuter nominative singular","This condition is liable to death (rare usage)",950
"mortale","mortal","Neuter nominative singular","This creature is mortal despite its power",950
"mortalis","a mortal","Masculine/feminine nominative singular","He is but a mortal in the eyes of the gods",950
"mortalis","liable to death","Masculine/feminine nominative singular","She is liable to death like all humans",950
"mortalis","mortal","Masculine/feminine nominative singular","He is mortal and cannot live forever",950
"mortis","death","Genitive singular","The fear of death haunted them",95
"mortuus sum","die","Perfect indicative first-person singular (deponent)","I died in the final act (theatrical)",253
"mos","custom","Nominative singular","A custom dictated their behavior",181
"mos","habit","Nominative singular","He made a habit of rising at dawn",181
"motum","move","Accusative supine","in order to move quickly",192
"moveo","move","Present indicative first-person singular","I move the furniture around the room",192
"movere","move","Present active infinitive","to move forward with the plan",192
"movi","move","Perfect active first-person singular","I moved the boxes to the attic",192
"mox","soon","Adverb","He will return soon",469
"mulier","woman","Nominative singular","A woman arrived seeking refuge",961
"mulieris","woman","Genitive singular","They spoke of the woman's bravery",961
"multa","many","Neuter nominative plural","Many tasks remain unfinished",43
"multa","much","Feminine nominative singular","She poured much water into the pot",43
"multae","many","Feminine nominative plural","She encountered many obstacles",43
"multitudinis","multitude","Genitive singular","The roar of the multitude filled the air",733
"multitudinis","number","Genitive singular","The size of the number overwhelmed the organizers",733
"multitudo","multitude","Nominative singular","A multitude gathered outside the gates",733
"multitudo","number","Nominative singular","A great number of spectators arrived",733
"multo","by far","Adverbial ablative","He is by far the fastest runner",43
"multum","much","Neuter nominative singular","There is much work to do",43
"multus","many","Masculine nominative singular","He faced many challenges",43
"multus","much","Masculine nominative singular","He has much to learn",43
"munda","clean","Feminine nominative singular","She kept a clean kitchen",997  
"munda","elegant","Feminine nominative singular","She chose an elegant dress for the event",997  
"munda","neat","Feminine nominative singular","She arranged a neat display of items",997  
"mundi","heavens","Genitive singular","The scope of the heavens seemed endless",350  
"mundi","universe","Genitive singular","We study the vastness of the universe",350  
"mundi","world","Genitive singular","The wonders of the world captivate us",350  
"mundum","clean","Neuter nominative singular","The marble floor was clean",997  
"mundum","elegant","Neuter nominative singular","This arrangement is elegant",997  
"mundum","neat","Neuter nominative singular","Everything was neat and tidy",997  
"mundus","clean","Masculine nominative singular","He wore a clean robe",997  
"mundus","elegant","Masculine nominative singular","He adopted an elegant style",997  
"mundus","heavens","Nominative singular","They gazed at the starry heavens",350  
"mundus","neat","Masculine nominative singular","He presented a neat appearance",997  
"mundus","universe","Nominative singular","The universe expands infinitely",350  
"mundus","world","Nominative singular","The world teems with life",350  
"munera","gladiatorial show","Nominative plural","They attended gladiatorial shows in the arena",276  
"muneris","duty","Genitive singular","The weight of his duty pressed upon him",276  
"muneris","gift","Genitive singular","The beauty of the gift was undeniable",276  
"muneris","obligation","Genitive singular","The nature of his obligation was clear",276  
"muneris","offering","Genitive singular","The significance of the offering was spiritual",276  
"munus","duty","Nominative singular","Duty called him to serve his nation",276  
"munus","gift","Nominative singular","He offered a gift at the ceremony",276  
"munus","obligation","Nominative singular","Fulfill your obligation to the community",276  
"munus","offering","Nominative singular","They placed an offering on the altar",276  
"muri","wall","Genitive singular","The height of the wall deterred invaders",508  
"murus","wall","Nominative singular","A wall separated the courtyard from the street",508  
"mutare","change","Present active infinitive","to change one's habits requires effort",315  
"mutatum","change","Accusative supine","in order to change completely",315  
"mutavi","change","Perfect active first-person singular","I changed my plans last minute",315  
"muto","change","Present indicative first-person singular","I change my mind often",315  
"nam","for","Conjunction","He did not return, for he was delayed by a storm",61  
"namque","indeed","Conjunction","Indeed, you are correct in your assessment",61  
"narrare","recount","Present active infinitive","to recount facts carefully",910  
"narrare","relate","Present active infinitive","to relate every detail of the event",910  
"narratum","recount","Accusative supine","in order to recount the story thoroughly",910  
"narratum","relate","Accusative supine","in order to relate it truthfully",910  
"narravi","recount","Perfect active first-person singular","I recounted all my experiences",910  
"narravi","relate","Perfect active first-person singular","I related the tale to my companions",910  
"narro","recount","Present indicative first-person singular","I recount the events of the battle",910  
"narro","relate","Present indicative first-person singular","I relate the story of my journey",910  
"nasci","be born","Present infinitive (deponent)","to be born in times of turmoil",266  
"nascor","be born","Present indicative first-person singular (deponent)","I am born into a noble family (poetic)",266  
"nati","son","Genitive singular","They respected the wisdom of the son",211  
"natura","nature","Nominative singular","Nature offers beauty and mystery",180  
"naturae","nature","Genitive singular","The laws of nature govern us all",180  
"natus sum","be born","Perfect indicative first-person singular (deponent)","I was born in a distant land",266  
"natus","son","Nominative singular","He is the son of a wealthy merchant",211  
"navis","ship","Genitive singular","The mast of the ship stood tall",353  
"navis","ship","Nominative singular","A ship sailed into the harbor",353  
"ne (enclitic)","interrogative particle","Adverb","Will you go there, ne?",238  
"ne","lest","Conjunction","He spoke softly lest he be overheard",47  
"ne","that not","Conjunction","They feared that not all would survive",47  
"nec ... nec","neither ... nor","Correlative","Neither rain nor hail stopped them",19  
"nec","and not","Conjunction","He tried to speak, and not a sound emerged",19  
"necesse","necessary","Indeclinable adjective","It is necessary to act now",773  
"necessitas","necessity","Nominative singular","Necessity drove them to take risks",911  
"necessitas","need","Nominative singular","A need for supplies arose",911  
"necessitatis","necessity","Genitive singular","The urgency of necessity spurred innovation",911  
"necessitatis","need","Genitive singular","They recognized the depth of their need",911  
"nefas","impiety","Nominative singular (indeclinable)","Impiety against the gods was severely punished",541  
"nefas","wickedness","Nominative singular (indeclinable)","Such wickedness was condemned by all",541  
"negare","deny","Present active infinitive","to deny wrongdoing",294  
"negare","refuse","Present active infinitive","to refuse them seems harsh",294  
"negatum","deny","Accusative supine","in order to deny the truth completely",294  
"negatum","refuse","Accusative supine","in order to refuse categorically",294  
"negavi","deny","Perfect active first-person singular","I denied their requests",294  
"negavi","refuse","Perfect active first-person singular","I refused his offer twice",294  
"nego","deny","Present indicative first-person singular","I deny all accusations",294  
"nego","refuse","Present indicative first-person singular","I refuse to comment further",294  
"negotii","business","Genitive singular","The scope of his business expanded quickly",846  
"negotium","business","Nominative singular","His business prospered in the city",846  
"nemo","no one","Nominative singular","No one came to the meeting",179  
"nemoris","forest","Genitive singular","The silence of the forest was profound",461  
"nemoris","grove","Genitive singular","The beauty of the grove was revered",461  
"nemus","forest","Nominative singular","A forest covered the hills",461  
"nemus","grove","Nominative singular","A sacred grove stood at the edge of the village",461  
"neque ... neque","neither ... nor","Correlative","Neither hunger nor thirst stopped him",72  
"neque","and not","Conjunction","He tried to speak and not a word came forth",72  
"nescio","not know","Present indicative first-person singular","I do not know the answer",525  
"nescire","not know","Present active infinitive","to not know the cause of the problem",525  
"nescitum","not know","Accusative supine (rare)","in order to remain ignorant (archaic)",525  
"nescivi","not know","Perfect active first-person singular","I did not know about the meeting",525  
"ni","unless","Conjunction (archaic form)","He won't depart unless forced",100  
"niger","black","Masculine nominative singular","He wore a black cloak",634  
"nigra","black","Feminine nominative singular","She carried a black cat",634  
"nigrum","black","Neuter nominative singular","The night sky was black",634  
"nihil","nothing","Nominative/Accusative (indeclinable)","Nothing remains after the fire",55  
"nil","nothing","Alternate form","Nil could be done to save them",55  
"nimia","excessive","Feminine nominative singular","She showed excessive concern",502  
"nimia","too much","Feminine nominative singular","She gave too much thought to trivialities",502  
"nimis","excessively","Adverb","He worried excessively about small matters",841  
"nimium","excessive","Neuter nominative singular","Such worry is excessive",502  
"nimium","excessively","Alternate adverb form","She ate excessively at the banquet",841  
"nimium","too much","Neuter nominative singular","That's too much sugar",502  
"nimius","excessive","Masculine nominative singular","He faced an excessive workload",502  
"nimius","too much","Masculine nominative singular","He had too much pride",502  
"nisi","if not","Conjunction","We cannot proceed if not all agree",100  
"nobile","distinguished","Neuter nominative singular","That was a distinguished achievement",455  
"nobile","noble","Neuter nominative singular","Such an act is noble",455  
"nobilis","a nobleman","Masculine/feminine nominative singular","He was recognized as a nobleman in the court",455  
"nobilis","distinguished","Masculine/feminine nominative singular","He was a distinguished scholar",455  
"nobilis","noble","Masculine/feminine nominative singular","She descended from a noble family",455  
"nobis","to/for us","Dative plural","They gave to us the responsibility",51  
"noceo","harm","Present indicative first-person singular","I harm no living creature intentionally",509  
"nocere","harm","Present active infinitive","to harm others is unjust",509  
"noctis","night","Genitive singular","The darkness of the night enveloped the forest",119  
"nocui","harm","Perfect active first-person singular","I harmed their cause unknowingly",509  
"nolle","be unwilling","Present active infinitive","to be unwilling to comply",458  
"nolo","be unwilling","Present indicative first-person singular","I am unwilling to participate",458  
"nolui","be unwilling","Perfect active first-person singular","I was unwilling to leave my home",458  
"nomen","name","Nominative singular","The name of the hero was revered",135  
"nominis","name","Genitive singular","The origin of the name was obscure",135  
"non","not","Adverb","He does not accept defeat",6  
"nondum","not yet","Adverb","They have not yet arrived at a conclusion",436  
"nos","us","Accusative plural","They accompany us on our journey",51  
"nos","we","Nominative plural","We stand together against all odds",51  
"noscere","learn","Present active infinitive","to learn new skills is essential",347  
"nosco","learn","Present indicative first-person singular","I learn from experience each day",347  
"noster","our","Masculine nominative singular","He is our leader",52  
"nostra","our","Feminine nominative singular","She defends our cause",52  
"nostrum","our","Neuter nominative singular","This is our responsibility",52  
"nostrum/nostri","of us","Genitive plural","The well-being of us is paramount",51  
"nota","well-known","Feminine nominative singular","She is well-known in academic circles",477  
"notum","know","Accusative supine (rare usage)","in order to know thoroughly",347  
"notum","well-known","Neuter nominative singular","That fact is well-known among experts",477  
"notus","well-known","Masculine nominative singular","He is a well-known poet",477  
"nova","new","Feminine nominative singular","She embraced a new approach",139  
"novi","know","Perfect active first-person singular (defective in present sense)","I know the answer now",347  
"novum","new","Neuter nominative singular","A new era dawned",139  
"novus","new","Masculine nominative singular","He embarked on a new venture",139  
"nox","night","Nominative singular","Night fell swiftly upon them",119  
"nuda","bare","Feminine nominative singular","She held bare hands to the fire",545  
"nuda","naked","Feminine nominative singular","She felt exposed and naked",545  
"nudum","bare","Neuter nominative singular","The floor was bare and cold",545  
"nudum","naked","Neuter nominative singular","The truth was laid bare and naked",545  
"nudus","bare","Masculine nominative singular","He walked with bare feet",545  
"nudus","naked","Masculine nominative singular","He stood naked before the crowd (figurative or literal)",545  
"nulla","not any","Feminine nominative singular","She found not any solution",49  
"nulli","no one","Dative singular","To no one did he confide his secret",179  
"nullius","no one","Genitive singular","The complaint of no one was heard",179  
"nullo","no one","Ablative singular","With no one could she discuss her plan",179  
"nullum","not any","Neuter nominative singular","There was not any response",49  
"nullus","no one","Masculine nominative singular","No one came to his aid",49  
"nullus","not any","Masculine nominative singular","He received not any help",49  
"num","(interrog. implying negative)","Adverb","Surely he won't do that, num?",924
"numen","deity","Nominative singular","They prayed to the deity for guidance",452  
"numen","divine will","Nominative singular","Divine will guided their actions",452  
"numeri","amount","Genitive singular","The measurement of the amount required precision",338  
"numeri","number","Genitive singular","The significance of the number was symbolic",338  
"numerus","amount","Nominative singular","A large amount was collected",338  
"numerus","number","Nominative singular","The number of attendees was staggering",338  
"numinis","deity","Genitive singular","The blessings of the deity were abundant",452  
"numinis","divine will","Genitive singular","The power of the divine will was revered",452  
"numquam","never","Adverb","He never abandons his friends",251  
"nunc","now","Adverb","Now is the time to decide",50  
"nuntii","messenger","Genitive singular","They awaited the messenger's report",919  
"nuntii","news","Genitive singular","The content of the news was disturbing",919  
"nuntius","messenger","Nominative singular","A messenger arrived bearing news",919  
"nuntius","news","Nominative singular","News travels fast in small towns",919  
"ob","against","Preposition + acc","He fought against great odds",449  
"ob","on account of","Preposition + acc","She thanked him on account of his help",449  
"oblatum","expose","Accusative supine","in order to expose corruption fully",812  
"oblatum","offer","Accusative supine","in order to offer comfort",812  
"oblatum","present","Accusative supine","in order to present them officially",812  
"obtuli","expose","Perfect active first-person singular","I exposed the truth during the trial",812  
"obtuli","offer","Perfect active first-person singular","I offered a helping hand",812  
"obtuli","present","Perfect active first-person singular","I presented the document earlier",812  
"occidere","cut down","Present active infinitive","to cut down the rebels in battle",801  
"occidere","kill","Present active infinitive","to kill the danger swiftly",801  
"occidi","cut down","Perfect active first-person singular","I cut down the attackers quickly",801  
"occidi","kill","Perfect active first-person singular","I killed the threat at dawn",801  
"occido","cut down","Present indicative first-person singular","I cut down the traitor",801  
"occido","kill","Present indicative first-person singular","I kill the monstrous beast",801  
"occisum","cut down","Accusative supine","in order to cut down resistance",801  
"occisum","kill","Accusative supine","in order to kill without mercy",801  
"occucurri","come into one’s mind","Perfect active first-person singular","A solution came into my mind last night",677  
"occucurri","run to meet","Perfect active first-person singular","I ran to meet him at the gate",677  
"occupare","anticipate","Present active infinitive","to anticipate the move of the opponent",472  
"occupare","occupy","Present active infinitive","to occupy the territory first",472  
"occupare","seize","Present active infinitive","to seize the stronghold at dawn",472  
"occupatum","anticipate","Accusative supine","in order to anticipate effectively",472  
"occupatum","occupy","Accusative supine","in order to occupy swiftly",472  
"occupatum","seize","Accusative supine","in order to seize without delay",472  
"occupavi","anticipate","Perfect active first-person singular","I anticipated his reply and answered first",472  
"occupavi","occupy","Perfect active first-person singular","I occupied the village in peace",472  
"occupavi","seize","Perfect active first-person singular","I seized the advantage before anyone else",472  
"occupo","anticipate","Present indicative first-person singular","I anticipate and act first",472  
"occupo","occupy","Present indicative first-person singular","I occupy the position left vacant",472  
"occupo","seize","Present indicative first-person singular","I seize the opportunity immediately",472  
"occurrere","come into one’s mind","Present active infinitive","to have a memory come into one's mind unexpectedly",677  
"occurrere","run to meet","Present active infinitive","to run to meet the courier",677  
"occurro","come into one’s mind","Present indicative first-person singular","An idea comes into my mind suddenly",677  
"occurro","run to meet","Present indicative first-person singular","I run to meet the returning travelers",677  
"occursum","run to meet","Accusative supine","in order to run to meet them halfway",677  
"oculi","eye","Genitive singular","The color of his eye was striking",206  
"oculus","eye","Nominative singular","His eye twitched slightly in concern",206  
"odi","hate","Perfect form with present meaning (defective)","I hate lies and deceit",790  
"odii","hatred","Genitive singular","The cause of her hatred was betrayal",522  
"odium","hatred","Nominative singular","Hatred festered in his heart",522  
"offero","expose","Present indicative first-person singular","I expose the details of the plan",812  
"offero","offer","Present indicative first-person singular","I offer my assistance freely",812  
"offero","present","Present indicative first-person singular","I present my findings to the council",812  
"offerre","expose","Present active infinitive","to expose wrongdoing",812  
"offerre","offer","Present active infinitive","to offer support in times of need",812  
"offerre","present","Present active infinitive","to present a gift at the ceremony",812  
"officii","duty","Genitive singular","The solemnity of the duty weighed on him",607  
"officii","service","Genitive singular","The extent of his service went unnoticed",607  
"officium","duty","Nominative singular","Duty called him to action",607  
"officium","service","Nominative singular","Service to the community was his duty",607  
"olim","at that time","Adverb","At that time, I was just a child",574  
"olim","formerly","Adverb","Formerly, he was a powerful lord",574  
"omne","all","Neuter nominative singular","All hope seemed lost",18  
"omne","as a whole","Neuter nominative singular","The problem as a whole perplexed them",18  
"omne","every","Neuter nominative singular","Every detail matters here",18  
"omnis","all","Masculine/feminine nominative singular","He gave all his effort",18  
"omnis","as a whole","Masculine/feminine nominative singular","They faced the city as a whole community",18  
"omnis","every","Masculine/feminine nominative singular","She read every book in the library",18  
"oneris","burden","Genitive singular","The relief of setting down the burden was immense",842
"oneris","load","Genitive singular","The burden of the load weighed him down",842  
"onus","burden","Nominative singular","His burden was hard to bear",842  
"onus","load","Nominative singular","The load was heavier than he expected",842  
"opera","activity","Nominative singular","The activity spanned several days",843  
"opera","labor","Nominative singular","Labor is needed for success",843  
"opera","work","Nominative singular","His work drew admiration",843  
"operae","activity","Genitive singular","The nature of the activity was unclear",843  
"operae","labor","Genitive singular","The fruits of the labor were evident",843  
"operae","work","Genitive singular","The quality of his work was outstanding",843  
"operis","work","Genitive singular","The completion of the work was celebrated",332  
"opis","assistance","Genitive singular","The value of his assistance was immense",318  
"opis","resources","Genitive singular","They managed despite limited resources",318  
"oportere","it is proper","Present active infinitive (impersonal)","to be proper in conduct",806  
"oportet","it is proper","Impersonal present","It is proper for you to apologize",806  
"oportuit","it was proper","Impersonal perfect","It was proper that he attend the event",806  
"oppidi","town","Genitive singular","The walls of the town were fortified",635  
"oppidum","town","Nominative singular","A town stood beyond the river",635  
"ops","assistance","Nominative singular","Assistance arrived in time",318  
"ops","resources","Nominative singular","Resources were stretched thin",318  
"optare","choose","Present active infinitive","to choose wisely is crucial",417  
"optare","select","Present active infinitive","to select a new representative",417  
"optatum","choose","Accusative supine","in order to choose with certainty",417  
"optatum","select","Accusative supine","in order to select without error",417  
"optavi","choose","Perfect active first-person singular","I chose my path with care",417  
"optavi","select","Perfect active first-person singular","I selected him after thorough consideration",417  
"opto","choose","Present indicative first-person singular","I choose this course of action",417  
"opto","select","Present indicative first-person singular","I select only the finest produce",417  
"opus","work","Nominative singular","His work was praised by critics",332  
"orare","pray","Present active infinitive","to pray with sincerity",755  
"oratio","address","Nominative singular","His address focused on unity",736  
"oratio","speech","Nominative singular","The speech moved the audience",736  
"orationis","address","Genitive singular","They discussed the points of his address",736  
"orationis","speech","Genitive singular","The purpose of the speech was persuasion",736  
"oratum","pray","Accusative supine","in order to pray fervently",755  
